"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"Texas,Brazoria County",8.5,6.3,1.21,6.41,1.48,6.46,80,2.42,1.57,8.5,7.51,1.12,7.33,7.07,7.44,25,0.76,0.41,8.5,6.18,1.2,6.41,1.48,6.46,87,2.63,1.56
"Texas,Brazos County",8.5,6.47,1.2,6.41,1.48,6.46,283,2.55,1.31,8.5,7.58,1.09,7.36,7.03,7.24,85,0.77,0.41,8.5,6.4,1.19,6.41,1.48,6.46,300,2.71,1.3
"Texas,Caldwell County",8.54,6,1.26,6.67,1.17,7.83,701,24.05,2.18,8.54,7.86,1.14,7.92,7.03,8.02,337,11.56,0.41,8.54,5.84,1.31,6.41,1.17,6.65,833,28.58,1.99
"Texas,Cameron County",8.5,6.53,1.2,6.41,1.48,6.46,442,3.53,1.29,8.5,7.59,1.08,7.47,7.01,7.24,152,1.22,0.4,8.5,6.42,1.19,6.41,1.48,6.46,477,3.81,1.3
"Texas,Collin County",8.5,6.48,1.18,6.41,1.48,6.46,595,2.51,1.26,8.5,7.5,1.04,7.36,7.03,7.44,176,0.74,0.38,8.5,6.29,1.17,6.41,1.48,6.46,672,2.84,1.29
"Texas,Comal County",7.93,6.39,1.14,6.41,1.49,6.46,72,2.08,0.95,7.93,7.38,1,7.33,7.07,7.44,11,0.32,0.25,7.93,6.32,1.15,6.41,1.49,6.46,75,2.17,0.98
"Texas,Cooke County",6.41,6.26,1.44,6.41,5.05,6.46,9,2.54,0.45,8.5,8.5,1,8.5,8.5,8.5,1,0.28,NA,6.41,6.26,1.44,6.41,5.05,6.46,9,2.54,0.45
"Texas,Dallas County",8.5,6.35,1.16,6.41,1.17,6.46,7793,2.9,1.38,8.54,7.58,1.06,7.36,7.01,7.44,2112,0.79,0.41,8.5,6.24,1.17,6.41,1.17,6.46,8449,3.15,1.37
"Texas,Denton County",8.37,6.41,1.15,6.41,1.48,6.46,375,2.58,1.22,8.37,7.42,1.04,7.36,7.03,7.44,95,0.65,0.32,8.37,6.33,1.14,6.41,1.48,6.46,395,2.72,1.23
"Texas,Duval County",8.54,5.9,1.27,6.61,1.11,7.44,614,21.53,2.25,8.54,7.82,1.11,7.88,7.01,8.02,285,9.99,0.43,8.54,5.78,1.32,6.4,1.11,6.65,702,24.61,2.08
"Texas,Ector County",7.93,6.48,1.18,6.41,1.48,6.46,65,2.5,1.06,7.93,7.38,1.06,7.33,7.03,7.24,17,0.65,0.3,7.93,6.4,1.17,6.41,1.48,6.46,69,2.65,1.08
"Texas,El Paso County",8.54,6.44,1.2,6.41,1.23,6.46,729,3.9,1.48,8.54,7.69,1.09,7.55,7.01,7.24,246,1.32,0.44,8.54,6.31,1.22,6.41,1.23,6.46,792,4.24,1.44
"Texas,Ellis County",8.07,6.76,1.08,6.41,6.29,6.46,25,2.91,0.58,8.07,7.61,1,7.36,7.33,7.44,7,0.81,0.34,8.07,6.68,1.08,6.41,4.77,6.46,26,3.03,0.69
"Texas,Erath County",7.33,6.14,1.21,6.41,1.49,6.46,29,2.76,1.31,7.33,7.32,1,7.33,7.29,7.24,3,0.29,0.02,7.33,6.1,1.2,6.41,1.49,6.46,30,2.86,1.31
"Texas,Fayette County",7.33,6.59,1.6,6.41,6.41,6.46,5,1.79,0.41,7.33,7.33,1,7.33,7.33,7.33,1,0.36,NA,7.33,6.44,1.5,6.41,5.67,6.46,6,2.14,0.53
"Texas,Fort Bend County",8.37,6.18,1.18,6.41,1.23,6.46,272,2.21,1.58,8.41,7.51,1.08,7.36,7.03,7.24,71,0.58,0.38,8.37,6.03,1.18,6.41,1.23,6.46,304,2.47,1.54
"Texas,Galveston County",8.5,6.34,1.19,6.41,1.48,6.46,194,2.17,1.39,8.5,7.4,1.02,7.33,7.03,7.44,56,0.63,0.32,8.5,6.21,1.18,6.41,1.48,6.46,213,2.38,1.39
"Texas,Gonzales County",8.41,6.13,1.18,6.41,1.48,6.46,295,3.2,1.52,8.5,7.48,1.07,7.36,7.03,7.24,61,0.66,0.38,8.41,6.04,1.18,6.41,1.48,6.46,319,3.47,1.49
"Texas,Grayson County",7.48,6.31,1.32,6.41,2.76,6.46,19,2.84,1.07,7.48,7.33,1,7.33,7.19,7.24,4,0.6,0.12,7.48,6.09,1.26,6.41,2.76,6.46,23,3.44,1.1
"Texas,Gregg County",8.28,6.62,1.17,6.41,4.83,6.46,72,3.67,0.52,8.28,7.47,1,7.36,7.07,7.24,15,0.76,0.41,8.28,6.54,1.17,6.41,4.77,6.46,75,3.82,0.61
"Texas,Guadalupe County",8.07,6.39,1.15,6.41,1.48,6.46,79,1.68,1.24,8.07,7.46,1,7.36,7.07,7.44,18,0.38,0.31,8.07,6.32,1.14,6.41,1.48,6.46,84,1.78,1.24
"Texas,Harris County",8.54,6.39,1.19,6.41,1.23,6.46,11302,3.03,1.39,8.54,7.6,1.07,7.36,7.01,7.44,3267,0.87,0.42,8.54,6.28,1.2,6.41,1.23,6.46,12228,3.27,1.38
"Texas,Harrison County",7.93,6.46,1.13,6.41,2.07,6.46,23,1.5,1.06,7.93,7.34,1,7.12,7.07,7.05,6,0.39,0.38,7.93,6.46,1.13,6.41,2.07,6.46,23,1.5,1.06
"Texas,Hays County",8.18,6.51,1.16,6.41,1.48,6.46,281,2.79,1.09,8.18,7.41,1.02,7.36,7.03,7.44,80,0.79,0.27,8.18,6.43,1.16,6.41,1.48,6.46,295,2.92,1.11
"Texas,Hidalgo County",8.5,6.44,1.22,6.41,1.48,6.46,747,3.43,1.41,8.5,7.68,1.06,7.49,7.01,7.24,249,1.14,0.45,8.5,6.31,1.24,6.41,1.48,6.46,818,3.75,1.38
"Texas,Hood County",7.78,6.37,1.32,6.41,6.02,6.46,66,2.32,0.33,7.78,7.44,1,7.45,7.07,7.63,4,0.14,0.37,7.78,6.32,1.3,6.41,4.83,6.46,69,2.43,0.43
"Texas,Jefferson County",8.07,6.45,1.13,6.41,1.48,6.46,162,2.87,1.47,8.07,7.6,1.02,7.79,7.07,7.83,54,0.96,0.28,8.07,6.38,1.14,6.41,1.48,6.46,170,3.01,1.45
"Texas,Johnson County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Texas,Kleberg County",7.72,6.55,1.1,6.41,2.4,6.46,30,2.54,0.91,7.72,7.44,1,7.36,7.33,7.24,8,0.68,0.17,7.72,6.55,1.1,6.41,2.4,6.46,30,2.54,0.91
"Texas,Lamar County",8.18,6.72,1.12,6.41,2.76,6.46,33,2.71,1.17,8.18,7.72,1,7.76,7.23,8.02,13,1.07,0.35,8.18,6.55,1.14,6.41,2.76,6.46,36,2.96,1.22
"Texas,Liberty County",7.93,6.42,1.12,6.41,2.62,6.46,8,2.6,1.67,7.93,7.71,1,7.72,7.48,7.63,3,0.97,0.23,7.93,6.27,1.11,6.41,2.62,6.46,9,2.92,1.63
"Texas,Limestone County",7.36,6.33,1.12,6.59,2.76,6.46,8,2.92,1.5,7.36,7.29,1,7.33,7.17,7.24,3,1.09,0.1,7.36,6.33,1.12,6.59,2.76,6.46,8,2.92,1.5
"Texas,Lubbock County",8.5,6.32,1.18,6.41,1.23,6.46,227,3.38,1.17,8.5,7.35,1,7.36,7.03,7.44,39,0.58,0.25,8.5,6.25,1.18,6.41,1.23,6.46,239,3.56,1.17
"Texas,McLennan County",8.37,6.34,1.17,6.41,1.34,6.46,283,2.44,1.21,8.37,7.4,1.06,7.36,7.07,7.44,65,0.56,0.24,8.37,6.3,1.17,6.41,1.34,6.46,292,2.51,1.22
"Texas,Midland County",8.18,6.2,1.27,6.41,1.49,6.46,64,3.27,1.3,8.18,7.5,1,7.36,7.17,7.24,9,0.46,0.33,8.18,6.12,1.27,6.41,1.49,6.46,70,3.57,1.22
"Texas,Montague County",7.36,7.36,1,7.36,7.36,7.36,1,4.35,NA,7.36,7.36,1,7.36,7.36,7.36,1,4.35,NA,7.36,7.36,1,7.36,7.36,7.36,1,4.35,NA
"Texas,Montgomery County",8.34,6.1,1.24,6.41,1.34,6.46,231,3.66,1.55,8.37,7.48,1.1,7.36,7.03,7.24,49,0.78,0.33,8.34,6.03,1.24,6.41,1.34,6.46,246,3.9,1.52
"Texas,Nacogdoches County",8.26,5.96,1.29,6.41,1.49,6.46,28,1.79,1.66,8.26,7.47,1.25,7.28,7.07,7.24,4,0.26,0.56,8.26,5.93,1.28,6.41,1.49,6.46,29,1.86,1.64
"Texas,Nueces County",8.41,6.65,1.18,6.41,1.49,6.46,239,2.96,0.79,8.41,7.47,1.06,7.36,7.03,7.24,69,0.86,0.32,8.41,6.54,1.17,6.41,1.49,6.46,254,3.15,0.87
"Texas,Parker County",8.5,6.42,1.2,6.41,1.49,6.46,40,2.73,1.25,8.5,7.61,1,7.36,7.14,7.44,9,0.61,0.44,8.5,6.35,1.19,6.41,1.49,6.46,42,2.87,1.26
"Texas,Potter County",8.37,6.43,1.24,6.41,1.49,6.46,198,3.44,1.2,8.37,7.58,1.09,7.36,7.03,7.44,47,0.82,0.36,8.37,6.39,1.23,6.41,1.49,6.46,204,3.54,1.2
"Texas,Randall County",8.43,7.01,1.24,6.89,6.41,6.46,17,4.16,0.71,8.43,7.62,1.12,7.53,7.07,7.24,8,1.96,0.55,8.43,6.68,1.2,6.41,4.47,6.46,20,4.89,1.05
"Texas,Rockwall County",8.18,6.56,1.27,6.41,2.07,6.46,48,2.4,0.81,8.18,7.46,1,7.36,7.07,7.44,11,0.55,0.31,8.18,6.56,1.27,6.41,2.07,6.46,48,2.4,0.81
"Texas,San Patricio County",7.33,6.72,1.67,6.41,6.41,6.46,3,5.17,0.53,7.33,7.33,1,7.33,7.33,7.33,1,1.72,NA,7.33,6.72,1.67,6.41,6.41,6.46,3,5.17,0.53
"Texas,Smith County",8.28,6.43,1.23,6.41,1.48,6.46,131,2.76,1.12,8.28,7.48,1,7.36,7.17,7.24,29,0.61,0.28,8.28,6.32,1.21,6.41,1.48,6.46,140,2.95,1.16
"Texas,Starr County",8.5,5.87,1.2,6.69,1.17,7.05,284,19.64,2.34,8.5,7.93,1.11,7.98,7.03,8.41,130,8.99,0.48,8.5,5.77,1.24,6.3,1.17,6.85,332,22.96,2.15
"Texas,Tarrant County",8.5,6.35,1.18,6.41,1.23,6.46,2088,2.66,1.33,8.5,7.54,1.03,7.36,7.03,7.44,493,0.63,0.39,8.5,6.27,1.17,6.41,1.23,6.46,2204,2.81,1.33
"Texas,Taylor County",8.07,6.24,1.22,6.41,1.48,6.46,125,3.36,1.46,8.07,7.43,1.03,7.36,7.07,7.24,31,0.83,0.24,8.07,6.12,1.21,6.41,1.48,6.46,136,3.65,1.45
"Texas,Tom Green County",7.72,6.46,1.16,6.41,1.48,6.46,176,4.95,0.96,7.72,7.38,1,7.35,7.07,7.44,32,0.9,0.21,7.72,6.34,1.16,6.41,1.48,6.46,188,5.28,1.02
"Texas,Travis County",8.5,6,1.17,6.41,1.23,6.46,3083,3.22,1.7,8.5,7.46,1.07,7.36,7.01,7.24,751,0.78,0.33,8.5,5.93,1.17,6.41,1.23,6.46,3301,3.44,1.65
"Texas,Uvalde County",8.54,6.11,1.18,6.41,1.23,6.46,551,4.42,1.9,8.54,7.69,1.12,7.72,7.03,7.83,199,1.6,0.4,8.52,5.97,1.21,6.41,1.23,6.46,627,5.03,1.78
"Texas,Val Verde County",8.5,6.02,1.29,6.41,1.48,6.46,31,6.53,1.83,8.5,7.57,1,7.46,7.07,7.24,10,2.11,0.44,8.5,5.82,1.29,6.41,1.48,6.46,38,8,1.69
"Texas,Victoria County",7.93,6.28,1.23,6.41,1.49,6.46,69,2.53,1.32,7.93,7.48,1,7.36,7.33,7.44,12,0.44,0.23,7.93,6.26,1.23,6.41,1.49,6.46,70,2.57,1.32
"Texas,Walker County",8.07,6.09,1.25,6.41,1.23,6.46,53,2.16,1.67,8.07,7.61,1.17,7.53,7.17,7.44,12,0.49,0.33,8.07,5.99,1.24,6.41,1.23,6.46,58,2.37,1.63
"Texas,Waller County",7.72,6.56,1.11,6.41,2.07,6.46,37,2.37,1.33,7.72,7.48,1,7.42,7.07,7.44,16,1.03,0.21,7.72,6.18,1.09,6.41,2.07,6.65,46,2.95,1.43
"Texas,Washington County",7.36,6.55,1.11,6.41,6.29,6.46,18,3.44,0.37,7.36,7.35,1,7.36,7.33,7.44,3,0.57,0.02,7.36,6.44,1.1,6.41,4.98,6.46,20,3.82,0.51
"Texas,Webb County",8.5,6.52,1.22,6.64,1.17,6.46,357,5.55,1.79,8.5,7.88,1.13,7.9,7.03,7.83,164,2.55,0.42,8.5,6.41,1.24,6.5,1.17,6.46,391,6.08,1.71
"Texas,Wichita County",8.18,6.22,1.22,6.41,1.49,6.46,119,3.15,1.44,8.18,7.44,1.07,7.36,7.03,7.24,27,0.72,0.31,8.18,6.15,1.22,6.41,1.49,6.46,125,3.31,1.44
"Texas,Williamson County",8.16,6.38,1.18,6.41,1.34,6.46,154,2.23,1.26,8.16,7.37,1.05,7.33,7.03,7.24,42,0.61,0.25,8.16,6.27,1.17,6.41,1.34,6.46,166,2.41,1.26
"Utah,Cache County",8.22,6.38,1.33,6.41,1.49,6.46,15,2.96,1.49,8.22,7.88,1.33,8.07,7.36,8.22,3,0.59,0.46,8.22,6.28,1.31,6.41,1.49,6.46,16,3.16,1.5
"Utah,Davis County",7.33,6.6,1.24,6.41,6.12,6.46,25,3,0.39,7.33,7.28,1,7.33,7.17,7.24,6,0.72,0.08,7.33,6.55,1.23,6.41,5.37,6.46,26,3.12,0.46
"Utah,Iron County",7.93,6.77,1.22,6.41,6.41,6.46,9,2.91,0.58,7.93,7.49,1,7.48,7.07,7.44,3,0.97,0.43,7.93,6.58,1.2,6.41,4.83,6.46,10,3.24,0.82
"Utah,Millard County",7.72,6.07,1.14,6.41,1.49,6.46,21,3.33,1.38,7.72,7.72,1,7.72,7.72,7.72,1,0.16,NA,7.72,6.02,1.14,6.41,1.49,6.46,22,3.49,1.36
"Utah,Salt Lake County",8.5,6.38,1.19,6.41,1.2,6.46,1021,3.06,1.28,8.5,7.48,1.03,7.36,7.03,7.44,258,0.77,0.35,8.5,6.26,1.19,6.41,1.2,6.46,1112,3.33,1.28
"Utah,Summit County",7.93,5.74,1.08,6.41,1.49,6.46,25,3.07,1.91,7.93,7.63,1,7.63,7.33,8.02,2,0.25,0.42,7.93,5.67,1.15,6.41,1.49,6.46,27,3.32,1.83
"Utah,Tooele County",8.5,6.47,1.15,6.53,1.23,6.46,430,10.83,1.67,8.5,7.88,1.1,8.07,7.03,8.22,173,4.36,0.51,8.5,6.33,1.18,6.53,1.23,6.46,471,11.87,1.63
"Utah,Utah County",8.5,6.26,1.22,6.41,1.49,6.46,103,4.73,1.6,8.5,7.82,1.1,7.78,7.29,7.44,29,1.33,0.42,8.5,6.13,1.24,6.41,1.49,6.46,114,5.24,1.52
"Utah,Washington County",7.72,6.24,1.09,6.41,1.66,6.46,67,4.79,1.33,7.72,7.26,1,7.17,7.07,7.24,14,1,0.16,7.72,6.14,1.08,6.41,1.66,6.46,72,5.15,1.34
"Utah,Weber County",7.7,6.09,1.25,6.41,1.34,6.46,28,4.35,1.63,7.7,7.37,1.17,7.35,7.17,7.24,6,0.93,0.18,7.7,6.05,1.24,6.41,1.34,6.46,29,4.51,1.62
"Vermont,Addison County",7.72,6.07,1.2,6.41,1.49,6.46,10,8.33,1.68,7.72,7.39,1,7.39,7.07,7.05,2,1.67,0.46,7.72,6.07,1.2,6.41,1.49,6.46,10,8.33,1.68
"Vermont,Caledonia County",7.33,6.3,1.16,6.41,2.62,6.46,25,5.22,0.79,7.33,7.33,1,7.33,7.33,7.33,1,0.21,NA,7.33,6.1,1.17,6.41,2.62,6.46,29,6.05,0.87
"Vermont,Chittenden County",7.7,6.65,1.1,6.41,6.29,6.46,29,3.16,0.43,7.7,7.37,1,7.36,7.07,7.24,7,0.76,0.18,7.7,6.59,1.1,6.41,4.77,6.46,30,3.26,0.54
"Vermont,Orange County",7.07,6.24,1.28,6.41,2.71,6.46,18,3.73,0.89,7.07,7.07,1,7.07,7.07,7.07,1,0.21,NA,7.07,6.05,1.29,6.41,2.71,6.46,21,4.36,0.92
"Vermont,Orleans County",8.07,6.54,1.08,6.41,1.77,6.46,37,2.97,1.42,8.07,7.55,1,7.47,7.17,7.44,14,1.12,0.26,8.07,6.34,1.1,6.41,1.77,6.46,42,3.37,1.44
"Vermont,Washington County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Vermont,Windsor County",8.19,6.22,1.11,6.41,1.23,6.46,57,4.02,1.48,8.19,7.54,1,7.35,7.07,7.24,12,0.85,0.4,8.19,6.07,1.11,6.41,1.23,6.46,64,4.51,1.45
"Virginia,Albemarle County",8.07,6.77,1.18,6.77,3.8,6.46,11,1.47,1.16,8.07,7.65,1,7.72,7.36,7.44,5,0.67,0.3,8.07,6.4,1.13,6.41,3.8,6.46,15,2.01,1.17
"Virginia,Alexandria City",8.41,6.21,1.18,6.41,1.34,6.46,322,3.08,1.48,8.41,7.49,1.03,7.36,7.03,7.24,68,0.65,0.31,8.41,6.09,1.17,6.41,1.34,6.46,355,3.4,1.46
"Virginia,Arlington County",8.41,6.37,1.17,6.41,1.34,6.46,258,4.76,1.39,8.41,7.55,1.05,7.36,7.03,7.24,74,1.36,0.38,8.41,6.29,1.18,6.41,1.34,6.46,276,5.09,1.37
"Virginia,Buckingham County",7.72,6.23,1.23,6.41,1.49,6.46,81,2.55,1.32,7.72,7.4,1.07,7.36,7.03,7.24,14,0.44,0.24,7.72,6.17,1.24,6.41,1.49,6.46,84,2.65,1.32
"Virginia,Charles City County",7.17,6.66,1,6.41,6.39,6.46,3,3,0.44,7.17,7.17,1,7.17,7.17,7.17,1,1,NA,7.17,6.66,1,6.41,6.39,6.46,3,3,0.44
"Virginia,Charlottesville City",8.5,6.2,1.13,6.41,1.34,6.46,109,3.48,1.45,8.5,7.49,1.1,7.36,7.07,7.44,20,0.64,0.32,8.5,6.14,1.12,6.41,1.34,6.46,115,3.68,1.44
"Virginia,Chesapeake City",8.07,6.52,1.19,6.41,1.49,6.46,192,3.1,0.74,8.07,7.39,1.07,7.33,7.03,7.44,41,0.66,0.26,8.07,6.44,1.18,6.41,1.49,6.46,201,3.25,0.81
"Virginia,Chesterfield County",8.07,6.39,1.16,6.41,1.48,6.46,96,2.43,1.3,8.07,7.43,1,7.36,7.04,7.24,25,0.63,0.27,8.07,6.31,1.15,6.41,1.48,6.46,101,2.56,1.31
"Virginia,Danville City",7.9,6.46,1.12,6.41,2.62,6.46,112,2.2,0.91,7.9,7.38,1,7.36,7.03,7.44,23,0.45,0.21,7.9,6.41,1.11,6.41,2.62,6.46,115,2.26,0.94
"Virginia,Dinwiddie County",6.77,6.53,NA,6.41,6.41,6.46,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77,5.96,NA,6.41,4.27,6.46,NA,NA,1.14
"Virginia,Essex County",6.41,6.41,NA,6.41,6.41,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.41,NA,NA,NA
"Virginia,Fairfax City",8.5,6.39,1.35,6.46,1.17,6.46,194,4.16,1.51,8.5,7.63,1.21,7.47,7.03,7.44,75,1.61,0.42,8.5,6.28,1.36,6.41,1.17,6.46,207,4.44,1.5
"Virginia,Fairfax County",8.5,6.27,1.2,6.41,1.48,6.46,333,3.11,1.34,8.5,7.46,1.04,7.36,7.07,7.24,67,0.63,0.36,8.5,6.18,1.19,6.41,1.48,6.46,355,3.32,1.34
"Virginia,Falls Church City",8.37,6.14,1.14,6.41,1.49,6.46,101,6.09,1.61,8.37,7.59,1,7.36,7.13,7.44,23,1.39,0.36,8.37,6.04,1.16,6.41,1.49,6.46,108,6.51,1.56
"Virginia,Fauquier County",6.53,6.42,NA,6.41,6.41,6.46,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,6.32,NA,6.41,4.91,6.46,NA,NA,0.38
"Virginia,Franklin City",6.41,6.31,NA,6.39,6.12,6.46,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.31,NA,6.39,6.12,6.46,NA,NA,0.16
"Virginia,Fredericksburg City",8.5,6.51,1.15,6.41,1.48,6.46,131,3.45,1.27,8.5,7.57,1.03,7.36,7.07,7.24,38,1,0.36,8.5,6.43,1.14,6.41,1.48,6.46,137,3.61,1.3
"Virginia,Hampton City",8.07,6.31,1.16,6.41,1.49,6.46,215,2.97,1.25,8.07,7.4,1.02,7.33,7.07,7.24,41,0.57,0.27,8.07,6.28,1.17,6.41,1.49,6.46,219,3.02,1.26
"Virginia,Hanover County",7.92,6.41,1.19,6.41,1.48,6.46,57,2.82,0.99,7.92,7.39,1,7.35,7.29,7.44,10,0.49,0.19,7.92,6.23,1.19,6.41,1.48,6.46,63,3.12,1.04
"Virginia,Harrisonburg City",7.93,6.41,1.2,6.41,1.49,6.46,85,2.62,1.27,7.93,7.48,1.05,7.48,7.07,7.44,21,0.65,0.23,7.93,6.31,1.19,6.41,1.49,6.46,90,2.78,1.3
"Virginia,Henrico County",7.72,6.38,1,6.41,1.49,6.46,12,1.45,1.63,7.72,7.53,1,7.54,7.33,7.44,4,0.48,0.22,7.72,6.38,1,6.41,1.49,6.46,12,1.45,1.63
"Virginia,Hopewell City",7.72,5.61,1.13,6.41,1.48,6.46,39,2.24,2.1,7.72,7.33,1.12,7.33,7.07,7.24,8,0.46,0.27,7.72,5.55,1.12,6.41,1.48,6.46,42,2.41,2.03
"Virginia,Isle of Wight County",7.72,6.26,1.2,6.41,1.48,6.46,212,2.67,1.2,7.72,7.4,1,7.36,7.03,7.44,37,0.47,0.19,7.72,6.13,1.18,6.41,1.48,6.46,233,2.94,1.22
"Virginia,Lancaster County",8.13,6.25,1.12,6.41,1.49,6.46,106,2.05,1.45,8.13,7.39,1.03,7.33,7.03,7.24,30,0.58,0.32,8.13,6.21,1.13,6.41,1.49,6.46,111,2.15,1.43
"Virginia,Lexington City",7.72,7.5,1,7.5,7.29,7.44,4,4.12,0.25,7.72,7.5,1,7.5,7.29,7.44,4,4.12,0.25,7.72,7,1,7.29,5,7.63,5,5.15,1.14
"Virginia,Loudoun County",8.5,6.52,1.19,6.41,1.49,6.46,149,4.08,1.41,8.5,7.61,1.07,7.47,7.03,7.44,57,1.56,0.43,8.5,6.44,1.22,6.41,1.49,6.46,159,4.35,1.39
"Virginia,Lynchburg City",8.07,6.37,1.18,6.41,1.48,6.46,112,3.25,1.02,8.07,7.39,1.06,7.36,7.03,7.24,16,0.46,0.3,8.07,6.3,1.17,6.41,1.48,6.46,118,3.42,1.04
"Virginia,Manassas City",8.37,6.36,1.11,6.41,1.49,6.46,167,3.68,1.04,8.37,7.4,1,7.35,7.07,7.44,36,0.79,0.27,8.18,6.29,1.13,6.41,1.49,6.46,174,3.83,1.05
"Virginia,Martinsville City",7.56,6.33,1.21,6.41,1.49,6.46,19,2.86,1.23,7.56,7.42,1,7.36,7.33,7.44,3,0.45,0.13,7.56,6.25,1.2,6.41,1.49,6.46,20,3.01,1.24
"Virginia,Mathews County",8.5,6.26,1.18,6.53,1.17,6.46,736,4.51,1.85,8.5,7.76,1.08,7.78,7.01,8.02,290,1.78,0.45,8.5,6.14,1.21,6.41,1.17,6.46,823,5.04,1.73
"Virginia,Montgomery County",7.93,6.46,1.1,6.41,1.48,6.46,60,2.64,1.14,7.93,7.32,1.12,7.36,7.07,7.24,17,0.75,0.23,7.93,6.2,1.08,6.41,1.48,6.46,72,3.17,1.2
"Virginia,New Kent County",7.72,6.67,1.57,6.41,6.41,6.46,14,1.31,0.46,7.72,7.43,1.25,7.36,7.29,7.24,4,0.37,0.19,7.72,6.56,1.53,6.41,4.98,6.46,15,1.4,0.62
"Virginia,Newport News City",8.37,6.45,1.2,6.41,1.48,6.46,132,2.16,1.09,8.37,7.44,1.1,7.36,7.07,7.24,31,0.51,0.33,8.37,6.43,1.22,6.41,1.48,6.46,134,2.19,1.1
"Virginia,Norfolk City",8.37,6.42,1.17,6.41,1.48,6.46,384,2.56,1.04,8.37,7.41,1.04,7.33,7.03,7.24,79,0.53,0.28,8.37,6.33,1.16,6.41,1.48,6.46,408,2.72,1.08
"Virginia,Nottoway County",7.72,6.54,1.08,6.41,1.77,6.46,96,3.53,0.64,7.72,7.46,1,7.33,7.29,7.44,16,0.59,0.18,7.72,6.23,1.07,6.41,1.77,6.46,115,4.23,0.93
"Virginia,Petersburg City",7.36,5.88,1.17,6.41,1.49,6.46,36,2.73,1.69,7.36,7.28,1,7.33,7.17,7.24,5,0.38,0.1,7.36,5.88,1.17,6.41,1.49,6.46,36,2.73,1.69
"Virginia,Pittsylvania County",8.5,6.03,1.2,6.41,1.23,6.46,88,2.44,1.62,8.5,7.44,1.04,7.33,7.03,7.44,25,0.69,0.35,8.5,5.99,1.2,6.41,1.23,6.46,93,2.58,1.59
"Virginia,Portsmouth City",7.48,6.27,1.16,6.41,1.49,6.46,125,2.72,1.24,7.48,7.25,1.04,7.33,7.07,7.24,25,0.54,0.13,7.48,6.23,1.15,6.41,1.49,6.46,130,2.83,1.24
"Virginia,Prince Edward County",7.72,6.22,1.26,6.41,1.49,6.46,42,3.22,1.33,7.72,7.38,1.12,7.36,7.03,7.24,8,0.61,0.25,7.72,6.12,1.27,6.41,1.49,6.46,44,3.37,1.35
"Virginia,Prince George County",7.93,6.48,1.18,6.41,1.48,6.46,34,2.46,1.36,7.93,7.42,1,7.35,7.07,7.24,12,0.87,0.24,7.93,6.44,1.17,6.41,1.48,6.46,35,2.54,1.36
"Virginia,Prince William County",8.5,6.36,1.23,6.41,1.42,6.46,298,2.93,1.18,8.5,7.57,1.05,7.36,7.03,7.24,57,0.56,0.4,8.5,6.23,1.21,6.41,1.42,6.46,324,3.18,1.2
"Virginia,Radford City",7.72,6.61,1.24,6.41,6.29,6.46,33,2.11,0.42,7.72,7.45,1,7.42,7.07,7.44,6,0.38,0.24,7.72,6.61,1.24,6.41,6.29,6.46,33,2.11,0.42
"Virginia,Richmond City",8.5,6.33,1.16,6.41,1.42,6.46,879,2.7,1.26,8.5,7.45,1.04,7.36,7.03,7.24,191,0.59,0.29,8.5,6.24,1.16,6.41,1.42,6.46,937,2.88,1.27
